"","SEQN","RIAGENDR","RIDAGEYR","RIDRETH1","DMDBORN","DMDCITZN","DMDEDUC3","DMDMARTL","DMDFMSIZ","INDFMINC"
"4454",35580,"female",44,"Non-Hispanic White","The US","A citizen of the US",20,"Divorced",1,6
"4458",35584,"male",25,"Non-Hispanic White","The US","A citizen of the US",17,"Never married",4,6
"4460",35586,"female",67,"Mexican American","Mexico","Not a citizen of the US",17,"Married",5,4
"4462",35588,"female",67,"Mexican American","The US","A citizen of the US",18,"Married",3,3
"4465",35591,"male",70,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",1,3
"4466",35592,"female",85,"Non-Hispanic White","The US","A citizen of the US",16,"Widowed",2,6
"4467",35593,"male",39,"Other Race - Including Multi-Racial","Elsewhere","Not a citizen of the US",20,"Married",4,5
"4468",35594,"female",49,"Mexican American","The US","A citizen of the US",20,"Divorced",1,11
"4476",35602,"female",85,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,3
"4478",35604,"female",25,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",3,6
"4481",35607,"male",48,"Non-Hispanic White","Elsewhere","A citizen of the US",19,"Married",3,10
"4482",35608,"male",58,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",5,11
"4483",35609,"female",64,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"4486",35612,"male",42,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",20,"Never married",1,8
"4488",35614,"male",73,"Non-Hispanic White","Elsewhere","A citizen of the US",18,"Married",2,5
"4490",35616,"female",51,"Non-Hispanic Black","The US","A citizen of the US",20,"Divorced",4,11
"4491",35617,"female",81,"Mexican American","The US","A citizen of the US",18,"Divorced",1,3
"4493",35619,"male",72,"Non-Hispanic White","The US","A citizen of the US",17,"Married",2,3
"4494",35620,"female",83,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,6
"4495",35621,"female",20,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,7
"4498",35624,"female",62,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,3
"4499",35625,"female",63,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"4500",35626,"female",85,"Mexican American","Mexico","Not a citizen of the US",16,"Widowed",7,6
"4506",35632,"male",41,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",4,11
"4507",35633,"female",58,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",1,1
"4509",35635,"female",75,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,8
"4512",35638,"female",37,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",17,"Married",2,7
"4516",35642,"male",20,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",3,11
"4519",35645,"male",85,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",1,6
"4520",35646,"male",46,"Non-Hispanic White","Elsewhere","Not a citizen of the US",20,"Married",5,11
"4524",35650,"male",20,"Mexican American","Mexico","Not a citizen of the US",17,"Never married",1,4
"4525",35651,"male",31,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,8
"4526",35652,"male",65,"Mexican American","Mexico","Not a citizen of the US",16,"Married",2,3
"4527",35653,"male",38,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,8
"4528",35654,"female",56,"Mexican American","Mexico","A citizen of the US",16,"Married",5,9
"4529",35655,"male",42,"Non-Hispanic White","The US","A citizen of the US",17,"Widowed",4,7
"4531",35657,"female",29,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",3,7
"4533",35659,"female",53,"Non-Hispanic Black","The US","A citizen of the US",18,"Separeted",1,8
"4536",35662,"female",34,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,9
"4538",35664,"male",48,"Other Hispanic","Elsewhere","A citizen of the US",17,"Married",4,3
"4539",35665,"male",85,"Non-Hispanic Black","The US","A citizen of the US",16,"Married",3,9
"4541",35667,"female",73,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,4
"4546",35672,"female",40,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",5,11
"4547",35673,"male",71,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,6
"4549",35675,"female",70,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,4
"4550",35676,"male",21,"Non-Hispanic White","The US","A citizen of the US",20,"Never married",2,4
"4552",35678,"male",22,"Non-Hispanic White","The US","A citizen of the US",17,"Never married",7,6
"4553",35679,"male",50,"Non-Hispanic White","The US","A citizen of the US",19,"Married",5,11
"4558",35684,"female",42,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,11
"4559",35685,"male",51,"Non-Hispanic Black","The US","A citizen of the US",19,"Married",4,6
"4560",35686,"female",54,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",1,1
"4561",35687,"female",70,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"4563",35689,"female",71,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,7
"4564",35690,"female",35,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",4,11
"4565",35691,"male",46,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",5,7
"4566",35692,"female",23,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,8
"4568",35694,"female",85,"Non-Hispanic White","The US","A citizen of the US",19,"Widowed",3,8
"4569",35695,"female",30,"Other Race - Including Multi-Racial","The US","A citizen of the US",19,"Married",5,5
"4570",35696,"female",51,"Mexican American","The US","A citizen of the US",20,"Married",2,11
"4575",35701,"male",40,"Mexican American","Mexico","Not a citizen of the US",16,"Married",2,7
"4577",35703,"male",20,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",7,11
"4578",35704,"female",29,"Non-Hispanic Black","The US","A citizen of the US",20,"Married",5,8
"4581",35707,"male",40,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,4
"4582",35708,"female",66,"Mexican American","The US","A citizen of the US",18,"Divorced",1,5
"4583",35709,"female",45,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,9
"4584",35710,"female",29,"Mexican American","Mexico","Not a citizen of the US",20,"Living with partner",2,5
"4587",35713,"male",28,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",5,11
"4589",35715,"male",41,"Mexican American","The US","A citizen of the US",19,"Married",5,10
"4592",35718,"female",77,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,5
"4593",35719,"male",48,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",3,11
"4596",35722,"female",40,"Non-Hispanic White","The US","A citizen of the US",18,"Living with partner",1,1
"4598",35724,"female",70,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,10
"4599",35725,"female",36,"Non-Hispanic Black","The US","A citizen of the US",18,"Living with partner",7,7
"4602",35728,"female",85,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,6
"4603",35729,"female",41,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,4
"4611",35737,"female",77,"Non-Hispanic White","The US","A citizen of the US",20,"Divorced",1,6
"4612",35738,"female",22,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,8
"4615",35741,"male",30,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",3,9
"4617",35743,"male",40,"Non-Hispanic Black","The US","A citizen of the US",20,"Living with partner",1,6
"4619",35745,"male",66,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",3,8
"4621",35747,"male",32,"Mexican American","The US","A citizen of the US",19,"Married",5,11
"4624",35750,"male",33,"Mexican American","The US","A citizen of the US",17,"Living with partner",5,6
"4625",35751,"female",58,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,9
"4629",35755,"female",22,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",4,4
"4630",35756,"female",80,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",7,7
"4634",35760,"male",20,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",1,5
"4637",35763,"male",46,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,11
"4638",35764,"male",59,"Non-Hispanic Black","The US","A citizen of the US",19,"Living with partner",1,11
"4639",35765,"female",23,"Non-Hispanic White","Elsewhere","Not a citizen of the US",20,"Separeted",1,7
"4640",35766,"male",68,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",3,7
"4644",35770,"female",43,"Non-Hispanic Black","The US","A citizen of the US",19,"Never married",3,4
"4649",35775,"female",42,"Mexican American","The US","A citizen of the US",19,"Married",5,11
"4652",35778,"female",47,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,11
"4655",35781,"female",50,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,11
"4657",35783,"male",80,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,11
"4658",35784,"female",78,"Mexican American","Mexico","A citizen of the US",16,"Widowed",1,2
"4659",35785,"male",49,"Mexican American","Mexico","Not a citizen of the US",16,"Married",5,3
"4662",35788,"male",72,"Non-Hispanic White","The US","A citizen of the US",20,"Married",1,11
"4663",35789,"male",21,"Mexican American","The US","A citizen of the US",18,"Living with partner",1,6
"4664",35790,"male",51,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",6,11
"4666",35792,"female",75,"Other Race - Including Multi-Racial","Elsewhere","A citizen of the US",18,"Widowed",5,11
"4667",35793,"male",43,"Non-Hispanic White","The US","A citizen of the US",20,"Married",4,11
"4669",35795,"female",29,"Non-Hispanic White","The US","A citizen of the US",19,"Married",4,5
"4670",35796,"male",30,"Mexican American","Mexico","Not a citizen of the US",17,"Never married",4,5
"4672",35798,"male",65,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,1
"4676",35802,"male",76,"Non-Hispanic White","Elsewhere","A citizen of the US",18,"Married",2,6
"4679",35805,"male",45,"Non-Hispanic Black","The US","A citizen of the US",19,"Living with partner",1,10
"4682",35808,"female",50,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"4683",35809,"male",74,"Non-Hispanic Black","The US","A citizen of the US",17,"Widowed",3,6
"4692",35818,"male",85,"Non-Hispanic White","The US","A citizen of the US",18,"Widowed",1,3
"4695",35821,"female",22,"Other Race - Including Multi-Racial","The US","A citizen of the US",18,"Never married",4,7
"4696",35822,"male",42,"Non-Hispanic White","The US","A citizen of the US",19,"Married",7,11
"4697",35823,"female",47,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,10
"4700",35826,"male",72,"Mexican American","The US","A citizen of the US",17,"Married",2,7
"4701",35827,"male",53,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",1,4
"4703",35829,"male",30,"Non-Hispanic White","The US","A citizen of the US",19,"Never married",1,2
"4706",35832,"male",81,"Non-Hispanic White","The US","A citizen of the US",20,"Widowed",1,7
"4707",35833,"female",25,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,8
"4708",35834,"male",28,"Mexican American","Mexico","Not a citizen of the US",16,"Living with partner",4,3
"4712",35838,"male",43,"Non-Hispanic White","The US","A citizen of the US",17,"Living with partner",4,10
"4713",35839,"male",30,"Non-Hispanic Black","The US","A citizen of the US",17,"Living with partner",1,8
"4720",35846,"male",39,"Non-Hispanic White","The US","A citizen of the US",18,"Divorced",1,10
"4725",35851,"male",27,"Non-Hispanic Black","The US","A citizen of the US",20,"Never married",2,9
"4726",35852,"female",23,"Non-Hispanic Black","Elsewhere","Not a citizen of the US",18,"Separeted",1,3
"4728",35854,"male",25,"Non-Hispanic White","The US","A citizen of the US",18,"Never married",3,11
"4730",35856,"male",42,"Other Race - Including Multi-Racial","The US","A citizen of the US",20,"Married",5,11
"4732",35858,"male",72,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,8
"4737",35863,"male",56,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,8
"4739",35865,"male",39,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",1,3
"4741",35867,"female",66,"Non-Hispanic White","The US","A citizen of the US",18,"Married",2,8
"4744",35870,"male",41,"Mexican American","Mexico","Not a citizen of the US",16,"Married",6,4
"4748",35874,"male",51,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,7
"4751",35877,"female",85,"Mexican American","Mexico","A citizen of the US",16,"Widowed",4,5
"4754",35880,"female",51,"Non-Hispanic White","The US","A citizen of the US",19,"Married",5,5
"4755",35881,"female",24,"Mexican American","Mexico","A citizen of the US",18,"Married",5,6
"4756",35882,"female",76,"Non-Hispanic Black","The US","A citizen of the US",17,"Separeted",2,2
"4758",35884,"male",60,"Non-Hispanic White","The US","A citizen of the US",16,"Married",2,6
"4761",35887,"male",73,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"4762",35888,"male",49,"Mexican American","Mexico","A citizen of the US",16,"Divorced",6,3
"4764",35890,"female",23,"Mexican American","Mexico","Not a citizen of the US",18,"Living with partner",3,5
"4769",35895,"female",37,"Non-Hispanic White","The US","A citizen of the US",19,"Married",3,4
"4770",35896,"female",34,"Non-Hispanic White","The US","A citizen of the US",17,"Married",6,8
"4771",35897,"male",41,"Non-Hispanic White","The US","A citizen of the US",18,"Married",4,11
"4776",35902,"female",50,"Mexican American","Mexico","A citizen of the US",16,"Married",4,10
"4778",35904,"female",64,"Non-Hispanic Black","The US","A citizen of the US",17,"Never married",4,8
"4781",35907,"male",85,"Non-Hispanic White","The US","A citizen of the US",19,"Separeted",1,7
"4782",35908,"male",72,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,8
"4784",35910,"male",38,"Non-Hispanic Black","The US","A citizen of the US",18,"Married",2,6
"4789",35915,"male",30,"Non-Hispanic Black","The US","A citizen of the US",17,"Married",6,4
"4793",35919,"male",30,"Mexican American","Mexico","Not a citizen of the US",16,"Never married",4,3
"4796",35922,"female",69,"Other Race - Including Multi-Racial","Elsewhere","Not a citizen of the US",18,"Widowed",5,11
"4801",35927,"female",50,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,11
"4802",35928,"female",62,"Non-Hispanic White","The US","A citizen of the US",19,"Married",2,11
"4809",35935,"female",21,"Other Race - Including Multi-Racial","The US","A citizen of the US",17,"Never married",4,11
"4810",35936,"male",62,"Non-Hispanic Black","The US","A citizen of the US",18,"Divorced",4,9
"4811",35937,"female",54,"Other Hispanic","The US","A citizen of the US",16,"Married",3,4
"4814",35940,"female",42,"Non-Hispanic Black","The US","A citizen of the US",18,"Never married",1,7
"4815",35941,"female",51,"Non-Hispanic White","The US","A citizen of the US",18,"Married",3,8
"4816",35942,"male",25,"Non-Hispanic White","The US","A citizen of the US",20,"Living with partner",1,6
"4817",35943,"male",29,"Non-Hispanic White","The US","A citizen of the US",20,"Married",2,11
"4821",35947,"female",60,"Mexican American","Mexico","Not a citizen of the US",16,"Married",2,2
